uri	artists	track_title	release_date	release_date_precision	genre	record_label
spotify:track:2lEujQjmVxsqZc0VzSpUHd	Ben Böhmer	Promise You	2016-11-01	day	Deep House	Ton Töpferei
spotify:track:36o0TJgk0pikNQcrkQ3tKN	Ben Böhmer	Soulline	2016-11-01	day	Deep House	Ton Töpferei
spotify:track:62v8TxB9mWRjRcZhwpHweg	Ben Böhmer	Submission	2016-11-01	day	Tech House	Sacrebleu
spotify:track:1YH044L7flGyNT7lUT1KV5	Ben Böhmer	Wall Of Strings	2019-11-22	day	Melodic House & Techno	Anjunadeep
spotify:track:5O9UBe3hzpnnWkBOBkB7vJ	Ben Böhmer, Fritz Kalkbrenner	Rye (Extended Mix)	2019-04-18	day	Melodic House & Techno	Anjunadeep
spotify:track:04cuLZpewmB1yqkujHOyKB	Ben Böhmer, Hifi Brother	Sonnenallee (Extended Mix)	2018-07-06	day	Progressive House	Anjunadeep
spotify:track:7dRoKrWenRRyhCbSicZwoA	Ben Böhmer, Jan Blomqvist	Decade	2019-11-22	day	Melodic House & Techno	Anjunadeep
spotify:track:1npyG0ZAIDCHP0JHxBs686	Ben Böhmer, JONAH	Hunting (Extended Mix)	2019-11-12	day	Melodic House & Techno	Anjunadeep
spotify:track:7G9mYPbV7CvPhsQGGgV8Yk	Ben Böhmer, Kalipo	Mondfinsternis (Kalipo Remix)	2018-05-07	day	Deep House	KELLER
spotify:track:22QG2saDLvgToHzeOZPm20	Ben Böhmer, lau.ra	Erase	2021-09-24	day	Melodic House & Techno	Anjunadeep
spotify:track:4rsIIQqoGT4DWZCI5jMMYO	Ben Böhmer, Monolink	Black Hole (Extended Mix)	2019-11-22	day	Melodic House & Techno	Anjunadeep
spotify:track:0NQKRXXb3wcpYsdmZ7jZiI	Ben Böhmer, Monolink, Gui Boratto	Black Hole (Gui Boratto Extended Rework)	2020-01-17	day	Melodic House & Techno	Armada Electronic Elements
spotify:track:3YEeCOk26Oo6F0eXY0i3rI	Ben Böhmer, Nils Hoffmann, Malou	Breathing (Extended Mix)	2019-11-22	day	Melodic House & Techno	Anjunadeep
spotify:track:6MGHGQM0w2IVce8YD1ZuJb	Ben Böhmer, Panama	Weightless	2021-02-12	day	Melodic House & Techno	Future Classic
spotify:track:0OOT6JmtkcYidsuQ9Fh54i	Ben Böhmer, Panama, jamesjamesjames	Weightless (jamesjamesjames Remix)	2021-04-09	day	Melodic House & Techno	Future Classic
spotify:track:4rERaNiKlILD603GJvdEvm	Ben Böhmer, Romain Garcia	Cappadocia	2020-09-10	day	Melodic House & Techno	Cercle Records
spotify:track:1ymNdlImZTLi0daR1MFWuU	Ben Böhmer, Tim Green	In Memoriam (Tim Green Extended Mix)	2020-03-10	day	Melodic House & Techno	Anjunadeep
spotify:track:5Jj8MhAKgiaCEoRMVvwnsH	Ben Böhmer, Timo Jahns	Cloud 21	2019-11-22	day	Melodic House & Techno	Armada Music Albums
spotify:track:7MaeDTjnd8zh4Dx0XpZmUQ	Ben Böhmer, Tinlicker, Felix Raphael	Run Away (Extended Mix)	2021-01-20	day	Melodic House & Techno	Anjunadeep
spotify:track:2uGQkxOM9Dx887gUPSTS6a	Ben Böhmer, Wood	Korona	2018-12-19	day	Deep House	Ton Töpferei
spotify:track:4oajZgImAgSECrFQGLZwQu	Ben Böhmer, Wood	Velvet Rebellion	2018-01-05	day	Deep House	Anjunadeep
spotify:track:6zH9zUsTbULq81JycEGyj8	Ben Böhmer, Wood	Voyager 1	2019-11-22	day	Melodic House & Techno	Anjunadeep
spotify:track:6G0mR7TmmHf5Tqi9CNZik3	Ben Böhmer, Wood, Margret	Reflection	2019-03-14	day	Melodic House & Techno	This Never Happened
spotify:track:6ni8LgGrHDC9XChGrDwFJi	Ben Böhmer, Wood, Simon Krause	Give Me	2017-03-23	day	Deep House	Freundchen
spotify:track:6psNlUfxZBimZ2yAwEAtrD	Ben Gold	I'm In A State Of Trance (2023 Edit)	2023-03-03	day	Trance (Main Floor)	A State of Trance
spotify:track:5yYuyFxwGx0YiAbm8iidbO	Ben Gold	I'm In A State Of Trance (ASOT 750 Anthem)	2023-03-03	day	Trance (Main Floor)	A State of Trance
spotify:track:3FOVlKA27vbAj8OWb8ukiY	Ben Gold, Maarten de Jong	Ultrasonic (Maarten de Jong Remix)	2023-02-10	day	Trance (Main Floor)	Armada Captivating
spotify:track:3emOk5gc2DrFBDgC8ZnfcQ	Ben Kim	Somebody To Love (Club Mix)	2021-11-19	day	Tech House	REALM Records
spotify:track:4gJMsAYnnwNBsrhqjLWbWi	Ben Kim, Gorgon City	Somebody To Love (Gorgon City Remix)	2022-01-21	day	Melodic House & Techno	REALM Records
spotify:track:7p6oXzBSPAXXz8Xb8gBPki	Ben Klock	Subzero (Original Mix)	2009-01-26	day	Techno (Peak Time / Driving)	NRK
spotify:track:3d6fGIxQIPSbFQMtBDbq0a	Ben Malone, Tobeck	Seasons (Extended Mix)	2021-09-24	day	Melodic House & Techno	Armada Electronic Elements
spotify:track:6pZAfsbTV6bOYYUzcmCARn	Benno Blome, Jiggler	Spherical Aberration (Jiggler Remix)	2018-01-05	day	Deep House	Bar 25 Music
spotify:track:5ntf4sjrfteE8gNVYxoatV	Bigfett	Everything Is Energy	2022-09-23	day	Melodic House & Techno	Running Clouds
spotify:track:3SYD63ad3pRG3SMN21NRDr	Binaryh	Black Widow	2021-03-19	day	Melodic House & Techno	Click Records
spotify:track:6xK0KpDxwydt3EK7xT9IQU	Biscits	Back to Church (Edit)	2018-05-04	day	Dance / Electro Pop	Eton Messy Records
spotify:track:15wfVCTKuPvBLtYakoBntp	Biscits	Sundown	2020-04-17	day	Tech House	SOLOTOKO
spotify:track:0JOKsHHDXCtnGYZdfsV0go	Biscits, MY M8 JAY	Speakerphone	2019-05-17	day	Tech House	Club Sweat
spotify:track:2E0t7djrv8zrshK7hHjs9R	Bjarki	I Wanna Go Bang	2015-07-17	day	Techno (Raw / Deep / Hypnotic)	Trip Recordings
spotify:track:5HoVd9a4C9Lu5xvkJ2iWXU	Black Coffee, Toshi	Buya	2016-08-26	day	Afro House	Get Physical Music
spotify:track:30zadVexkV6pkLCt2x0YAB	Black Coffee, Toshi, Da Capo	Buya (Da Capo Remix)	2016-08-26	day	Deep House	Get Physical Music
spotify:track:0kgH592n0YqyJg32lKME7R	Black Traffic	Psilocybin	2019-02-18	day	Techno (Peak Time / Driving)	SleepLess
spotify:track:0CpZieRy9blYHWBwPaS0Tz	BlackGummy	Edifice	2017-07-28	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:0D1t4vVSgrZ07iZDwJTOu4	Blaze, UDAUFL, Barbara Tucker, Martin Solveig	Most Precious Love (Martin Solveig Re-Edit)	2013-12-02	day	House	Nite Grooves
spotify:track:1E1XcSAS6wCOWxcZNrrhns	Blonde, Alex Newell	All Cried Out (feat. Alex Newell) (Oliver Nelson Remix)	2015-04-19	day	House	FFRR
spotify:track:5B4gUqNKYgU38ULSWP5Bzj	BLOND:ISH, Francis Mercier, Amadou & Mariam	Sete	2022-03-25	day	House	Insomniac Records
spotify:track:62fX7oJFfJp4g1b3LShSqf	BLOND:ISH, Malóne, Archila	Voices Above	2022-04-15	day	Afro House	Abracadabra Music
spotify:track:225nNqw1eYzn4nGeyQlOVv	BLOND:ISH, Shawni	Wizard of Love (Original Mix)	2014-12-02	day	Deep House	Rebirth
spotify:track:7cC76aorQoYQZnvLQFAGrw	BLOND:ISH, Shawni, Modular Project	Wizard of Love (Modular Project Remix)	2017-04-24	day	Deep House	Rebirth
spotify:track:2Jw60ZUSk0DZ9pFLO6kOBA	BLR, JYYE, Lydia Lyon	Without You (feat. Lydia Lyon) (Extended)	2021-02-05	day	Dance / Electro Pop	FRCST RCRDS
spotify:track:0O9lYQ8kkXVcZVZYaZhAYD	BLR, Robbie Rise, Guz	Lipstick (GUZ Remix)	2023-03-31	day	Tech House	Experts Only
spotify:track:7egdagjq8ypTqzxolahfKb	Bob Moses, ZHU, Charlotte de Witte	Desire (Charlotte de Witte Remix)	2020-12-07	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:1KkeQzocQSAv0MZ8Z5lA6o	Bob Moses, ZHU, Solomun	Desire (Solomun Remix)	2020-09-24	day	Melodic House & Techno	Domino
spotify:track:6cwa65owDqOMBHPhPGtfJC	Bob Musella	Baby Hot Stuff	2022-10-14	day	Nu Disco / Disco	Super Spicy Records
spotify:track:2YDOjCfkGciEXxSutB6LJR	Bob Sinclar, FISHER, Steve Edwards	World Hold On (FISHER Rework)	2022-07-08	day	House	Yellow Productions
spotify:track:4qYYZHqXQ8zk9YMVDjoU7A	Bob Sinclar, Robbie Williams	Electrico Romantico (feat. Robbie Williams)	2019-01-18	day	House	Armada Music
spotify:track:7gM77zqdViNE19755VJnlP	Bob Sinclar, Robbie Williams, Rayven & Valexx	Electrico Romantico (Bob Sinclar & Rayven & Valexx Disco Mix)	2019-03-08	day	House	Armada Music
spotify:track:53HdTkLlaxcXT9JaXRdsJx	Bobby Blanco	3am [Ian Carey & Eddie Amador Mix]	2004	year	House	Defected
spotify:track:6AJICOpiJjrI8NKKsNezTk	Boney M.	Daddy Cool (Remix 2001)	2001-11-29	day	Nu Disco / Disco	NA
spotify:track:6RCT4geaXTmDmtiwFLJv8j	Booka Shade, Eli & Fur, Einmusik	To the Sea (Einmusik Remix)	2020-06-12	day	Melodic House & Techno	Blaufield Music
spotify:track:3bk3zYhtBchef1oBsSMrtv	Booty Luv	Boogie 2Nite (Seamus Haji Big Love Edit)	2007-09-14	day	Nu Disco / Disco	Glitterbox Recordings
spotify:track:5t3BcIDsiVuFM0vOeot9Xs	Boris Brejcha	Amisette	2016-11-29	day	Minimal / Deep Tech	FCKNG SERIOUS
spotify:track:1lewHWUDmqsHvLhf5Vz4hF	Boris Brejcha	Angel in the Sky	2013-10-23	day	Techno (Peak Time / Driving)	Tronic Soundz
spotify:track:786Qi2AQlavDKhqylc77Wi	Boris Brejcha	Black Beauty	2016-11-29	day	Minimal / Deep Tech	FCKNG SERIOUS
spotify:track:1aKWVte1CI5bGADzUS7ry3	Boris Brejcha	Blue Lake	2020-01-24	day	Progressive House	Ultra
spotify:track:0RKdkJ2sJvU4LesmlFTguN	Boris Brejcha	Butterflies	2019-08-30	day	Progressive House	Ultra
spotify:track:6aJuHvTP9jj8CdwfHYtYWS	Boris Brejcha	Chameleon	2020-06-12	day	Progressive House	Ultra
spotify:track:0ECB4ysFb8XnJFAA4MU7ty	Boris Brejcha	Dark Planet (Remastered)	2022-06-24	day	Techno (Peak Time / Driving)	Harthouse
spotify:track:28VC0P6rM7ue8V2QkPBCeW	Boris Brejcha	Devil	2018-08-17	day	Minimal / Deep Tech	FCKNG SERIOUS
spotify:track:6rOAVYBjRscPDf6oHbQ19b	Boris Brejcha	EXIT	2021-06-11	day	Melodic House & Techno	Ultra
spotify:track:0DzCkhTWcCQQCb0son0e0G	Boris Brejcha	FEAR	2016-09-13	day	Progressive House	FCKNG SERIOUS
spotify:track:6d1U1m1K7PuCXLi3WBTZz7	Boris Brejcha	Game Over	2020-01-24	day	Progressive House	Ultra
spotify:track:6ZRwn9JqdtRQyrHT0tKIgy	Boris Brejcha	Himmelblau	2021-11-26	day	Techno (Peak Time / Driving)	Ultra
spotify:track:1fIJOQ8WHufCQkg3BqhfCO	Boris Brejcha	I AM THE JOKER	2015-09-08	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:7KRGQmYu7yEixrsG8fME6Z	Boris Brejcha	Kittys Journey	2020-01-24	day	Progressive House	Ultra
spotify:track:5hZyYFoURxBGBTFDiQMQqV	Boris Brejcha	Lieblingsmensch	2020-01-24	day	Techno (Peak Time / Driving)	Ultra
spotify:track:76lT30VRv09h5MQp5snmsb	Boris Brejcha	Lost Memory	2008-05-20	day	Minimal / Deep Tech	Harthouse
spotify:track:541jLF5Yu9QIVmcY48CJhX	Boris Brejcha	Moondancer	2016-02-22	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:2W1S2nH5PiycBBDRjUhHQd	Boris Brejcha	Never Look Back	2020-01-24	day	Progressive House	Ultra
spotify:track:7DXkpdqrLrhxUZBS38i35W	Boris Brejcha	Night Owl	2016-02-22	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:07ULPvx8sUN16XNg8WG8Gp	Boris Brejcha	On His Way	2020-03-13	day	Progressive House	Ultra
spotify:track:4crc3O8C4ScCFR5waB7A1d	Boris Brejcha	Pegasus	2021-08-06	day	Techno (Peak Time / Driving)	Ultra
spotify:track:1J0mAukQsBPxDJu8hVUAdM	Boris Brejcha	Purple Noise (Boris Brejcha Re-Noise Edit 2021)	2021-01-22	day	Techno (Peak Time / Driving)	Harthouse
spotify:track:6MoTeX5dtuPZ3hwaecuBkz	Boris Brejcha	Purple Noise	2014-02-21	day	Techno (Peak Time / Driving)	Harthouse
spotify:track:5EEhXlG2oUjNEycxDEsdk0	Boris Brejcha	Redemption	2019-08-30	day	Progressive House	Ultra
spotify:track:6Dk2oxb5zYRmCJjYhdbrkr	Boris Brejcha	Sad But True	2016-09-13	day	Progressive House	FCKNG SERIOUS
spotify:track:5esZWlW1SijQtw30OcWyUs	Boris Brejcha	Space Diver	2020-01-24	day	Progressive House	Ultra
spotify:track:1aB228rDlIr8ES92Hemdgz	Boris Brejcha	Sternengleiter	2019-08-30	day	Progressive House	Ultra
spotify:track:3EDMs0fBGlsk9fpfJlnmAE	Boris Brejcha	Take It Smart	2020-01-24	day	Progressive House	Ultra
spotify:track:2zRL8YGh3v6VmYgFhcRmj9	Boris Brejcha	The Darkest Night	2018-08-17	day	Minimal / Deep Tech	FCKNG SERIOUS
spotify:track:5BUEPIEXU0KupMQRwCUwPi	Boris Brejcha	The Troublemakerz	2020-01-24	day	Progressive House	Ultra
spotify:track:6tOyGXVcdz0JXWh3o8Sv3c	Boris Brejcha	Thunderstorm	2020-04-24	day	Melodic House & Techno	Ultra
spotify:track:5bceVohqWFNrPONrWZkLOb	Boris Brejcha	Violet Pill	2020-03-13	day	Progressive House	Ultra
spotify:track:1BbqPu0MLwWoFneoVriOCG	Boris Brejcha	Welcome To Real Life	2016-02-22	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:6qP378egkfplLI9lzOYwGy	Boris Brejcha, Ann Clue	EVERYBODY WANTS TO GO TO HEAVEN (Ann Clue Remix)	2015-09-29	day	Deep House	FCKNG SERIOUS
spotify:track:5KkMYoFu2gHbpUzTJCSvJv	Boris Brejcha, Arctic Lake	House Music	2021-11-26	day	House	Ultra
spotify:track:61VcNeKbBbV1ysOG8GwO6j	Boris Brejcha, D-Nox, Beckers	EVERYBODY WANTS TO GO TO HEAVEN (D-Nox & Beckers Remix)	2015-09-29	day	Techno (Peak Time / Driving)	Various Files Records
spotify:track:65YXrDsZER1jlPAqFS9GDH	Boris Brejcha, Ginger	Darkness	2022-10-21	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:0SZJbUem4kIL6vr4yRV9jK	Boris Brejcha, Ginger	Spicy	2021-11-26	day	Melodic House & Techno	Ultra
spotify:track:42e4LqRQ0W6jBVrtDenThj	Boris Brejcha, Ginger	To The Moon And Back	2020-01-24	day	Progressive House	Ultra
spotify:track:2arir9Fflyqh00LWlOxaym	Boris Brejcha, Laura Korinth	Gravity	2020-01-24	day	Progressive House	Ultra
spotify:track:0Wf54ocGy08lcTan5klPqX	Boris Brejcha, Victor Ruiz	EVERYBODY WANTS TO GO TO HEAVEN (Victor Ruiz Remix)	2015-09-29	day	Techno (Peak Time / Driving)	Various Files Records
spotify:track:4uj55Q2aD4U97v5Dc13yeg	Boris Brejcha, Worakls	Purple Noise (Worakls Remix)	2021-05-05	day	Techno (Peak Time / Driving)	Harthouse
spotify:track:1danG7Gd5PF5C2r27RRlJy	Boris, Enrico Sangiuliano	Can You Hear Me (Remix)	2017-10-26	day	Techno (Peak Time / Driving)	Alleanza
spotify:track:0XaKIs5sTAhmhUfwsqTKiB	Bou, B Live	F*ck Jump Up (feat. B Live)	2023-02-23	day	Drum & Bass	Dnb Allstars
spotify:track:2L6eKm1OMLskrFNJSje0kv	Bougenvilla, Jared Hiwat	Homeless (feat. Jared Hiwat) (Radio Edit)	2015-04-06	day	Mainstage	SPINNIN' DEEP
spotify:track:7yRucK46dHsRRwNyuGM80j	Boys Noize	Mvinline (Extended Mix)	2020-05-29	day	House	Defected
spotify:track:566U7bjbnK0I3RxObVVpA9	Boys Town Gang	Can't Take My Eyes Off You (Original Extended Version)	1982-04-09	day	House	High Fashion Music
spotify:track:0bWtNDvDLoR1lgFhf2MEvY	Braxton	Spaces	2021-12-15	day	Melodic House & Techno	Colorize (Enhanced)
spotify:track:217vqyiEFgxAwcUIbQErB4	Braxton, Danni Wells	Torn	2020-05-20	day	Melodic House & Techno	Anjunadeep
spotify:track:4yqRW7Ovd47DcgfuWXzEGR	Braxton, Lauren L'aimant	Holding On	2021-05-28	day	Melodic House & Techno	Colorize (Enhanced)
spotify:track:6x80761IeP9pAm3rlAawLO	Brett Gould, Rion S	Lay Your Hands (Extended Mix)	2021-03-19	day	Melodic House & Techno	Saved Records
spotify:track:0JeJ87rOK0w3dvS1fR5yFf	Brigade, Niels Poensgen, Ben Böhmer	Kolibri (Ben Böhmer Remix)	2017-03-17	day	Techno (Peak Time / Driving)	Ton Töpferei
spotify:track:2F0ZLn3nqS6z9hD27qiDgX	BRONSON, Gallant, Cassian, ODESZA, Golden Features	KNOW ME (Cassian Remix)	2020-09-29	day	Melodic House & Techno	Ninja Tune
spotify:track:7D3lGVF78A0SNBnuOoTCUE	Brooks Aleksander	ERASE	2023-04-07	day	Techno (Peak Time / Driving)	DistroKid
spotify:track:2aGkM4dYqBcL9cgPvtrUmd	BURNS	Talamanca (Extended Mix)	2021-09-24	day	Dance / Electro Pop	FFRR
spotify:track:4yjoFroiLO7KpM2CDUH2ie	Butch	Countach (Original)	2018-03-12	day	Tech House	Cocoon Recordings
spotify:track:41Dn45cxNztFhMURz7L502	Butch, Matthias Meyer	Shahrzad (Matthias Meyer Remix)	2017-08-07	day	Deep House	Watergate Records
spotify:track:0xMb4W2SZeHpzzyxz9rID2	Bwi-Bwi	Insight	2017-09-29	day	House	Defected
spotify:track:1Rv6Lfdcny3Avjmpm4W4YM	Caiiro, AWEN, Adam Port	Your Voice (Adam Port Remix)	2022-08-19	day	Melodic House & Techno	Madorasindahouse Records
spotify:track:1KtD0xaLAikgIt5tPbteZQ	Calvin Harris, Ayah Marar	Thinking About You (feat. Ayah Marar)	2012-10-29	day	Progressive House	Columbia (Sony)
spotify:track:5N5k9nd479b1xpDZ4usjrg	Calvin Harris, Sam Smith, Jessie Reyez	Promises (with Sam Smith)	2018-08-17	day	Dance / Electro Pop	Columbia (Sony)
spotify:track:5BX5GouDBnlzrFEZNFxiM9	CamelPhat	Arabella	2015-04-13	day	Tech House	Great Stuff Recordings
spotify:track:0l0jMydIAM3fhJzmtum2FW	CamelPhat	Constellations (Radio Edit)	2015-08-31	day	Mainstage	SPINNIN' DEEP
spotify:track:64RLDRHISYCVqAnSNItiOu	CamelPhat	Hangin’ Out With Charlie	2017-03-04	day	Tech House	Relief
spotify:track:7iZ4kf5P89EgauzT3ZZesb	CamelPhat	House Dawgs (Original Mix)	2017-11-10	day	Tech House	Repopulate Mars
spotify:track:4J6AeCKDF4y9dvjlVRbyjJ	CamelPhat	Monsters	2017-10-20	day	Tech House	Sola
spotify:track:36TOAAoLl66sNDMuqfj4jF	camelphat	Panic Room (Daniel Harris Remix)	2021-12-02	day	Melodic House & Techno	RCA Records Label
spotify:track:2Leuq8eDI9syk2go07lPSH	CamelPhat	The System (Original Mix)	2017-02-27	day	Progressive House	Deepalma
spotify:track:7LNsgTO7ipNPLE10Nn7iR7	CamelPhat, Ali Love	Compute	2023-09-15	day	Melodic House & Techno	When Stars Align
spotify:track:5675X0BCpyxAum29jueMUC	CamelPhat, Ali Love	Dopamine Machine (Club Mix)	2018-07-27	day	Tech House	Defected
spotify:track:6I9RdlRSBF3NNcwZ9eNXaV	CamelPhat, Ali Love	Spektrum (feat. Ali Love)	2020-10-30	day	Melodic House & Techno	RCA Records Label
spotify:track:0hjRzBuGh9qGGzcbW7xK12	CamelPhat, Anyma	The Sign	2022-10-28	day	Melodic House & Techno	Afterlife Records
spotify:track:32MUc0Mkv58jjpz26krdrn	CamelPhat, ARTBAT, RHODES	For a Feeling (feat. RHODES) (Dark Matter Edit)	2020-10-30	day	Melodic House & Techno	RCA Records Label
spotify:track:1Fldv1wQuQ5RJXmDq0XxpO	CamelPhat, ARTBAT, RHODES	For a Feeling (feat. RHODES) (Extended Mix)	2020-05-01	day	Melodic House & Techno	RCA Records Label
spotify:track:2ae8Zir5qhtyjzlnqtJzX4	CamelPhat, ARTBAT, RHODES, Layton Giordani	For a Feeling (feat. RHODES) (Layton Giordani Remix)	2020-06-12	day	Melodic House & Techno	RCA Records Label
spotify:track:6omsLkEQDeDHtILgj3Vkmn	CamelPhat, Cristoph, Jem Cooke	Breathe (CamelPhat Just Chill Mix)	2019-03-01	day	Dance / Electro Pop	Ministry of Sound Recordings
spotify:track:2ts4aOzrLbo8VmVIV6yz18	CamelPhat, Cristoph, Jem Cooke	Breathe (feat. Jem Cooke) (Dark Matter Edit)	2020-10-30	day	Melodic House & Techno	RCA Records Label
spotify:track:6TR0FGw4zhlGbQALN065AI	CamelPhat, Cristoph, Jem Cooke	Breathe	2018-11-16	day	Dance / Electro Pop	Ministry of Sound Recordings
spotify:track:2l8OMu1TS4Q6EAqAYpTQKW	CamelPhat, Cristoph, Jem Cooke, Eric Prydz	Breathe (Eric Prydz Remix)	2019-04-26	day	Mainstage	Pryda Presents
spotify:track:1HrMWH5GUdK6Yi94rbANJA	CamelPhat, Elderbrook	Cola	2017-06-16	day	House	Defected
spotify:track:5H4FjJ2fDrnWxgZvgPgPkN	CamelPhat, Elderbrook, ZHU	Cola (ZHU Remix)	2018-01-19	day	House	Defected
spotify:track:6rO7Ljvkmj4ESCIcGEsVdT	CamelPhat, Jem Cooke	Rabbit Hole	2019-11-08	day	Melodic House & Techno	RCA Records Label
spotify:track:5K88CzTP6pJIb0tni9oQiG	CamelPhat, Jem Cooke, Argy	Silenced (Argy Remix)	2022-07-29	day	Melodic House & Techno	RCA Records Label
spotify:track:1LvyyJjbHmxoPBbAU2aRMd	CamelPhat, Jem Cooke, Black Circle	Rabbit Hole (Black Circle Remix)	2019-12-13	day	Melodic House & Techno	RCA Records Label
spotify:track:5qcOjnVFfEO6kRglofHHI9	CamelPhat, Jem Cooke, Solardo	Rabbit Hole (Solardo Remix)	2020-04-10	day	Tech House	RCA Records Label
spotify:track:4zDG66t4CS5gD2WLq4K9JK	CamelPhat, Josh Gigante	Your Mind	2023-04-21	day	Melodic House & Techno	When Stars Align
spotify:track:08gcNZT45PEEbtmOLH6Ttm	CamelPhat, Kevin McKay	It Is What It Is (Kevin McKay Remix)	2017-08-25	day	Tech House	Stereo Productions Catalog
spotify:track:55d553uqFMy1882OvdPPvV	CamelPhat, LOWES, Sub Focus	Easier (feat. LOWES) (Sub Focus Remix)	2021-01-15	day	Drum & Bass	RCA Records Label
spotify:track:1Q67GzAimjd3OLMJJOTy9H	CamelPhat, Mathame	Believe	2022-07-15	day	Melodic House & Techno	Astralwerks
spotify:track:0E5V9z9T6SvctId6IqhR0F	CamelPhat, Will Easton	Witching Hour	2020-10-30	day	Melodic House & Techno	RCA Records Label
spotify:track:4KaYnQBP5CUorQKKuKmRUO	Camo & Krooked, Mefjus, Sophie Lindinger	No Tomorrow	2020-10-16	day	Drum & Bass	Hospital Records
spotify:track:74KtvAAaode87tbQHJXGjs	Camo & Krooked, Sophie Lindinger, Mefjus	No Tomorrow (Red Bull Symphonic Rework)	2021-02-19	day	Drum & Bass	Hospital Records
spotify:track:5npj4pyFmLxaV7sl59tZVB	Can Yıldızay	Discovery	2022-03-11	day	Melodic House & Techno	widerworks
spotify:track:3QQFvqeSRycznvVZEnGUSs	Candi Staton, Larse	Hallelujah Anyway (Larse Vocal)	2012-09-03	day	Deep House	Glitterbox Recordings
spotify:track:4MRNr12oRgpj5DnJbX4jQX	Carl Cox, Josh Butler	I Want You (Forever) (Josh Butler Remix)	2017-09-01	day	Tech House	Cr2 Records
spotify:track:5TLCWDk3OqCe9mTPEJFbgU	Carl Cox, Reinier Zonneveld, Christopher Coe	Inferno	2018-05-25	day	Techno (Peak Time / Driving)	Filth on Acid
spotify:track:66REm89gvxh0iq56g6Xjtf	Casper Cole, Elderbrook, Route 94	I Want It All (feat. Elderbrook) (Route 94 Extended Mix)	2020-02-14	day	Dance / Electro Pop	FFRR
spotify:track:4QKgq7twx3wHL3fS73WKHo	Cassian	Landa	2022-07-20	day	Melodic House & Techno	Afterlife Records
spotify:track:1l0nd2KCoLiKkdC33TTEIU	Cassian	React (Extended Mix)	2022-02-11	day	Melodic House & Techno	Rose Avenue
spotify:track:4n8YdXETqQ3NvWs5XNpvar	Celeda, Danny Tenaglia	Music Is the Answer (Original Extended 12-Inch Mix)	2008	year	House	TWISTED
spotify:track:2nLRPdK3Dka49sHpv1khkt	CHANEY	Bet You (I Do) (Extended Mix)	2022-09-30	day	House	Toolroom
spotify:track:3l3RsIHCP7WkjxeBGSy3ep	Chapter & Verse	Set You Free	2022-06-24	day	Tech House	Helix Records
spotify:track:4wRFC9Qk6yiCevx4YQgdhu	Charles D (USA)	Output	2020-04-20	day	Techno (Peak Time / Driving)	Le Club Records
spotify:track:5lvLiD5JeZuYdY1qIdrv5P	Charles D (USA)	You	2020-11-27	day	Techno (Peak Time / Driving)	Pryda Presents
spotify:track:7xsf7KfdutNE64jwUpclF9	Charlotte de Witte	Actually	2016-04-18	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:2eY0yUG1SFyIAnEdM60ynV	Charlotte de Witte	Closer (Original Mix)	2017-10-13	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:03mxsTP3r8LoOA4WDiYgPL	Charlotte de Witte	Damage Control (Original Mix)	2015-12-11	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:1YWSj1KlUSQLwyBdFL6q8P	Charlotte de Witte	Form	2019-11-15	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:12JvJwsnOLlTnxJ1WGAbUO	Charlotte de Witte	Formula	2021-04-30	day	Techno (Peak Time / Driving)	KNTXT
spotify:track:3PVG1X4jN5uMqXtgNLfIHl	Charlotte de Witte	Human Beings (Ricardo Garduno Remix)	2016-04-18	day	Techno (Peak Time / Driving)	Amazone Records
spotify:track:2Msb6uyKehiKThVRerKJXn	Charlotte de Witte	Meridians (Dub Mix)	2019-11-15	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:6NkZ3rUC1wX0yLOIqlAff2	Charlotte de Witte	Meridians (Vocal Mix)	2019-11-15	day	Techno (Peak Time / Driving)	KNTXT
spotify:track:3vokPveEZxMvJioQP27ra7	Charlotte de Witte	Pressure	2019-11-15	day	Techno (Peak Time / Driving)	DIKI Records Classics
spotify:track:1LAcu9o7dafkGKGyWsfhWy	Charlotte de Witte	Rave On Time	2020-09-25	day	Techno (Peak Time / Driving)	KNTXT
spotify:track:4Azpti13fdfC9wZ58aCRWi	Charlotte de Witte	Sehnsucht (Melodic Theme)	2016-06-10	day	Techno (Peak Time / Driving)	DIKI Records Classics
