uri	artists	track_title	release_date	release_date_precision	genre	record_label	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	clusters
spotify:track:00n7wN0flnH48KVwQOms7A	Durante	Once Again (Edit)	2019	day	Deep House	W&O Street Tracks	0.73	0.919	0	-5.836	1	0.0459	0.00126	0.89	0.168	0.285	125.008	252985	-1
spotify:track:4kBtHYLnb5FQuR0OFZDqTB	Durante	Soul Spiral (Extended Mix)	2022	day	Melodic House & Techno	Armada Music	0.852	0.56	0	-12.643	1	0.0579	0.144	0.806	0.11	0.247	125.001	340832	-1
spotify:track:6NWAAl3Awelh8I7cs4ud2w	Durante	Evaporate ft. PaulWetz (Edit)	2019	day	Deep House	W&O Street Tracks	0.826	0.93	5	-6.851	0	0.0345	0.00217	0.833	0.0812	0.918	119.994	268179	7
spotify:track:3u9HjeTRf00U09CV5cLjDz	Dusky	Hildegard	2021	day	Melodic House & Techno	17 Steps	0.655	0.857	7	-7.872	1	0.0362	0.0264	0.857	0.105	0.188	123.996	281840	16
spotify:track:0ZrXNuryJ6FYjww6jU6RUm	Dusty Kid	Kollera	2019	day	Techno (Peak Time / Driving)	Filth on Acid	0.699	0.593	10	-8.902	0	0.0546	0.0111	0.928	0.287	0.322	128.011	435000	-1
spotify:track:5jUbmkU6rjKGsynCNZEct2	Dusty Kid	Sysma (Original Mix)	2017	day	Techno (Peak Time / Driving)	Suara	0.742	0.609	11	-10.506	0	0.0908	0.241	0.581	0.103	0.043	128.004	440842	-1
spotify:track:0yWFTglDXm8Hykct16RE7j	Earth n Days	Everything (Original Mix)	2020	day	House	There Was Jack	0.754	0.891	11	-4.661	0	0.0675	0.0114	0.715	0.0509	0.53	123.995	325525	7
spotify:track:0w1YLCxsO7EzfwfrNB6c9m	Earth n Days	Just Be Good To Me	2020	day	House	HouseU	0.842	0.904	7	-4.759	0	0.0715	0.00614	0.79	0.0591	0.584	124.0	326125	7
spotify:track:1GOBCz6moyBQF28YSrNQbm	Earth n Days	Soulshakin' (Original Mix)	2020	day	House	HouseU	0.835	0.944	8	-4.202	1	0.0774	0.0029	0.021	0.0408	0.706	124.016	310563	10
spotify:track:79JSToI1qAr4VJeYIn9Wyo	Earth n Days	Everything (Roog's Discofied Radio Edit)	2021	day	House	There Was Jack	0.821	0.885	11	-8.287	0	0.0449	0.07	0.599	0.127	0.528	123.992	220156	-1
spotify:track:2SetYZYntcZBRG4PnKYej8	EarthLife	India	2019	day	Melodic House & Techno	Steyoyoke	0.788	0.56	9	-11.316	0	0.0564	0.31	0.926	0.0959	0.102	124.999	535371	21
spotify:track:4F8OK7mNa51mKqgHqWQiYm	Eats Everything	Space Raiders (Charlotte de Witte Remix)	2019	day	Techno (Peak Time / Driving)	Kneaded Pains	0.749	0.731	4	-10.865	1	0.108	0.00314	0.867	0.111	0.0598	131.997	438720	-1
spotify:track:1acgZ5D7EHnBxZYB34HyXv	Ed Ed	Naked Walls	2021	day	Melodic House & Techno	Get Physical Music	0.647	0.473	0	-15.087	0	0.0332	0.603	0.847	0.112	0.491	119.011	405504	22
spotify:track:5nBxSUHByokFink81qOwbx	Edd	Mama Used to Say	2022	day	Tech House	Three Six Zero Recordings	0.742	0.937	5	-6.116	0	0.0444	0.043	0.00583	0.428	0.716	128.053	176713	4
spotify:track:3xmdxrY0uRkYeUGEf0Ffvp	EDX	Vommuli (Extended Mix)	2021	day	Progressive House	PinkStar Records	0.723	0.898	8	-7.257	0	0.0516	0.00175	0.896	0.0506	0.377	123.971	414315	38
spotify:track:61GJd2tlSaK5xBoSjV6phV	Eekkoo	Hell Is Other People (Matt Lange Remix)	2016	day	Techno (Peak Time / Driving)	mau5trap	0.855	0.748	9	-8.65	1	0.116	0.00371	0.802	0.101	0.205	125.007	526200	37
spotify:track:5NStaQcRZH4vk1I88EAnXE	Eelke Kleijn	De Orde Van De Nacht (Extended Mix)	2017	day	Progressive House	DAYS like NIGHTS	0.809	0.729	8	-7.228	0	0.0475	8.34e-05	0.918	0.0912	0.231	120.001	500000	35
spotify:track:5KFTHhhZ2NsBARcVTSITIy	Eelke Kleijn	Midnight Affair (Samaha Slow Extended Edit)	2021	day	Organic House / Downtempo	DAYS like NIGHTS	0.749	0.699	6	-5.334	1	0.0263	0.0121	0.0129	0.238	0.595	97.997	262775	12
spotify:track:0q4jvSCvU5fVkq1X5Fhcri	Eelke Kleijn	Transmission	2022	day	Melodic House & Techno	DAYS like NIGHTS	0.724	0.91	2	-6.508	1	0.041	0.000236	0.921	0.0883	0.583	124.008	274750	-1
spotify:track:1jwLAsZTrJHMALCmsFsiBC	Eelke Kleijn	You	2020	day	Electronica	DAYS like NIGHTS	0.596	0.604	5	-7.322	0	0.0285	0.171	0.475	0.421	0.0847	122.994	273516	18
spotify:track:6ziqWx82jgkQYhyIALoraH	Eelke Kleijn	Transmission (Joris Voorn Remix)	2022	day	Melodic House & Techno	DAYS like NIGHTS	0.711	0.838	2	-7.985	1	0.0423	0.292	0.927	0.146	0.223	124.002	224274	26
spotify:track:1JfvOfCTZdUxx6M9ZEo3D4	Eelke Kleijn	Lost Souls (Nora En Pure Extended Remix)	2019	day	Melodic House & Techno	DAYS like NIGHTS	0.71	0.906	6	-7.25	0	0.0372	0.00256	0.745	0.0271	0.125	117.994	393937	38
spotify:track:2Unpz8iaMFs7Vze7oCTre7	Egbert	Strak	2010	day	Techno (Peak Time / Driving)	Cocoon Recordings	0.796	0.847	11	-8.14	0	0.105	0.00223	0.911	0.112	0.0317	128.024	408114	37
spotify:track:0XFCi1IecC9XgYyzCPVTvM	Einmusik	Flare	2019	day	Melodic House & Techno	Einmusika Recordings	0.81	0.691	0	-11.409	0	0.0496	0.00119	0.898	0.0684	0.199	123.997	465437	13
spotify:track:34ZLVo5BSTwvUs2INNmwnZ	Einmusik	Ignition	2020	day	Melodic House & Techno	Einmusika Recordings	0.608	0.752	9	-9.59	0	0.0368	0.000334	0.945	0.105	0.105	124.002	437540	30
spotify:track:0qP8mXLkAkwNdQOPSXyJiu	Einmusik	Leave You (Extended Mix)	2021	day	Progressive House	Einmusika Recordings	0.762	0.741	1	-10.176	1	0.0489	0.0121	0.529	0.0675	0.286	120.002	417005	13
spotify:track:5AcCFMfAjIxq07cibmttEo	Einmusik	Leave You	2021	day	Progressive House	Einmusika Recordings	0.673	0.84	1	-7.564	1	0.0349	0.0197	0.234	0.0865	0.529	119.991	234005	11
spotify:track:2hfT3hbuX3BmL9p8bp5MHv	ELAX	Reaktor	2018	day	Tech House	Diynamic	0.94	0.471	2	-9.671	1	0.0515	0.0454	0.906	0.108	0.426	124.01	403644	13
spotify:track:25sUeYEurx1aCJGqzrxmjV	Elderbrook	Numb (Joris Voorn Remix)	2020	day	Melodic House & Techno	Parlophone UK	0.725	0.588	8	-8.501	1	0.0584	0.000443	0.533	0.0799	0.576	126.009	370862	29
spotify:track:3qCCGLWXlQJ3Ns3Yk8nti4	Electrocado	Post Beta	2019	day	Techno (Peak Time / Driving)	mau5trap	0.78	0.655	4	-13.082	0	0.0486	0.255	0.902	0.118	0.0337	127.014	565039	21
spotify:track:5vR9J2OdCU47aCaGvjVeBm	Eli Brown	Desire (Extended Mix)	2020	day	Tech House	Armada Subjekt	0.647	0.927	5	-5.6	0	0.0607	0.00284	0.67	0.13	0.317	125.002	382667	34
spotify:track:1i6VebT0XaAbLl0TP5FLGp	Eli Nissan	Snow Tiger	2022	day	Organic House / Downtempo	Lost & Found	0.807	0.911	0	-7.684	1	0.0402	0.0482	0.877	0.0667	0.516	121.991	495901	9
spotify:track:75er1UwJCJ0RJm7NT3rzgQ	Elif (TR)	Bamboo Forest	2020	day	Organic House / Downtempo	A Tribe Called Kotori	0.793	0.817	6	-8.819	0	0.0566	0.0462	0.841	0.171	0.0837	121.998	442999	35
spotify:track:3JbzCex8HkQSkgwXq0i6NC	Elkins	Alba (Hot Since 82 Remix)	2021	day	Melodic House & Techno	RADIANT.	0.613	0.775	1	-10.063	0	0.0343	2.85e-05	0.838	0.123	0.136	124.995	286084	26
spotify:track:6UX4Asr5w2q3RVwYTF0wC1	Ellis Moss	The Shake (Extended Mix)	2021	day	Tech House	Toolroom Trax	0.816	0.988	8	-3.964	1	0.105	0.0045	0.894	0.148	0.343	123.984	374032	7
spotify:track:0YTTUN0d98V22IV32qyOu5	Emanuele Millozzi	Let It Go (T78 Remix)	2019	day	Techno (Peak Time / Driving)	Silent Storm	0.742	0.762	2	-6.525	0	0.117	0.00716	0.735	0.0954	0.0922	128.013	393750	-1
spotify:track:6fhjDnmInGUzCmYnlibyDc	Emily Nash	Garden (KC Lights Remix)	2022	day	Dance / Electro Pop	Ministry of Sound Recordings	0.63	0.898	4	-5.146	0	0.0426	0.0163	0.397	0.188	0.305	124.939	222340	4
spotify:track:60I0dA7p4sWt2Ha4X6ZmZs	Enamour	Forget Your Name	2021	day	Melodic House & Techno	When We Dip XYZ	0.714	0.888	6	-8.547	0	0.0429	0.0139	0.684	0.235	0.12	121.99	279436	17
spotify:track:28pqBBy06tNmVwpZeVbHxr	Enea DJ	Marisol (Radio Version)	2016	day	Deep House	Lounge Bazar	0.775	0.538	4	-8.407	0	0.0325	0.151	0.904	0.0998	0.223	124.017	293605	-1
spotify:track:2AwlITYKUfIoULESnvZfDH	Energy 52	Café del Mar (Paul van Dyk’s SHINE Remix Edit)	2021	day	Trance (Main Floor)	Superstition Records	0.506	0.91	5	-7.767	0	0.0328	0.00164	0.865	0.0736	0.196	138.006	250435	-1
spotify:track:2dNV2shlBxdreUvllC0t8c	Energy 52	Café del Mar (Paul van Dyk’s XOXO Remix)	2021	day	Trance (Main Floor)	Superstition Records	0.682	0.814	5	-7.982	0	0.0475	0.000727	0.91	0.0706	0.0391	128.008	495000	33
spotify:track:2fdSiH39yFhWfDaVDvBt5r	Energy 52	Café Del Mar (Tale Of Us Renaissance Remix)	2005	day	Melodic House & Techno	Push Communications	0.64	0.69	5	-9.718	0	0.0528	0.0077	0.849	0.0841	0.0465	124.996	515760	29
spotify:track:32nw9Qc5rYjsPWGLy14Yh5	Enrico Sangiuliano	Astral Projection	2017	day	Techno (Peak Time / Driving)	Drumcode	0.798	0.738	6	-8.357	0	0.0606	0.0182	0.941	0.11	0.325	124.981	483960	36
spotify:track:1YDzIFUD4zZwejyM8rHqt8	Enrico Sangiuliano	Blooming Era	2017	day	Techno (Peak Time / Driving)	Drumcode	0.782	0.584	1	-8.965	1	0.0675	0.000708	0.768	0.136	0.109	126.015	432857	13
spotify:track:1I9BJwnpq5qTmgE3U2uO3J	Enrico Sangiuliano	Cosmic Ratio	2018	day	Melodic House & Techno	Drumcode	0.707	0.75	2	-6.251	1	0.0369	5.65e-05	0.879	0.0599	0.129	126.011	403817	25
spotify:track:17oIHgjaQnRDQY0hhqmY3V	Enrico Sangiuliano	Ghettoblaster	2016	day	Techno (Peak Time / Driving)	Drumcode	0.703	0.716	1	-6.244	1	0.0524	0.00457	0.899	0.653	0.166	125.006	408960	2
spotify:track:79UzFFBn4dFovvqh9bKanm	Enrico Sangiuliano	Hidden T	2018	day	Techno (Peak Time / Driving)	Drumcode	0.688	0.678	7	-10.087	1	0.0499	0.0132	0.864	0.0823	0.157	126.012	468822	-1
spotify:track:4cTW1QdgCJiqE1Pvreb80L	Enrico Sangiuliano	Moon Rocks	2016	day	Techno (Peak Time / Driving)	Drumcode	0.788	0.625	1	-6.428	1	0.0375	0.0016	0.905	0.299	0.439	125.012	453120	-1
spotify:track:1BiZIPwNd3yLP9KBoUqMRY	Enrico Sangiuliano	Symbiosis	2018	day	Techno (Peak Time / Driving)	Drumcode	0.752	0.874	1	-7.716	0	0.0817	0.0342	0.864	0.175	0.154	129.009	533311	-1
spotify:track:7CYS0ibZaJm201ZKonnqih	Enrico Sangiuliano	The Sound Of Space	2022	day	Techno (Peak Time / Driving)	NINETOZERO	0.707	0.893	7	-7.449	1	0.0543	0.00712	0.819	0.0802	0.159	130.009	498462	33
spotify:track:4hKRWI01Dr2ozgBwfYkuo1	Eric Prydz	2Night	2012	day	Mainstage	Pryda Presents	0.469	0.861	7	-7.817	0	0.0304	0.00226	0.916	0.104	0.102	127.005	447368	-1
spotify:track:7DtOpcWKLYx6DRnXbZwnB9	Eric Prydz	Black Dyce	2016	day	Electronica	Virgin Records Ltd	0.608	0.972	10	-5.189	0	0.0404	5.53e-05	0.885	0.0919	0.235	128.005	377120	34
spotify:track:2PYLdQVv5nML4xjV5IPmmX	Eric Prydz	Collider	2016	day	Mainstage	Pryda Presents	0.608	0.83	5	-5.856	1	0.0329	0.000239	0.962	0.274	0.167	125.999	323880	17
spotify:track:4j1hJwuawbvpm2q2orbgj7	Eric Prydz	Every Day	2016	day	Electronica	Virgin Records Ltd	0.477	0.728	7	-5.978	0	0.0378	0.00298	0.26	0.124	0.0341	125.988	434667	4
spotify:track:09RG4fRTjwi0sYbeUlOXyY	Eric Prydz	Floj	2016	day	Electronica	Virgin Records Ltd	0.512	0.826	0	-6.631	1	0.0327	0.000254	0.877	0.478	0.0375	127.027	465840	2
spotify:track:4Dg0FSovv3n8IBS9QMezTp	Eric Prydz	Generate	2016	day	Dance / Electro Pop	Virgin Records Ltd	0.64	0.873	11	-5.142	1	0.0267	0.00813	0.0595	0.483	0.201	127.0	431107	2
spotify:track:1kY8uFq3k0VFbgE6qBxedU	Eric Prydz	Klepht	2016	day	Electronica	Virgin Records Ltd	0.749	0.644	4	-8.522	0	0.0426	0.0359	0.759	0.188	0.2	126.011	368520	-1
spotify:track:7A8nMYjmHmDkbZhR7TNYyK	Eric Prydz	Last Dragon	2016	day	Dance / Electro Pop	Virgin Records Ltd	0.632	0.748	7	-5.105	0	0.0304	0.000222	0.924	0.651	0.617	126.012	405947	2
spotify:track:2RGHU2lgWThz1BUBoCHv5k	Eric Prydz	Liam	2016	day	Mainstage	Pryda Presents	0.623	0.927	7	-6.845	1	0.0367	0.0646	0.917	0.272	0.232	125.995	344120	17
spotify:track:1asJK5pN45H31Uz0m91NbD	Eric Prydz	Liberate	2016	day	Dance / Electro Pop	Virgin Records Ltd	0.575	0.902	5	-4.264	1	0.0437	0.000987	0.866	0.68	0.654	127.002	404800	2
spotify:track:71xUGtZ2UaFxxh6Zj7ETqN	Eric Prydz	Mija (Re-scored)	2016	day	Electronica	Virgin Records Ltd	0.485	0.979	5	-4.025	1	0.0451	3.61e-05	0.914	0.11	0.0276	125.011	391427	32
spotify:track:1hbDJpmIkoZXobXpG6HxP8	Eric Prydz	Niton (The Reason) (Club Mix)	2011	day	Dance / Electro Pop	Pryda Presents	0.551	0.908	4	-4.495	0	0.049	0.00288	0.242	0.0965	0.389	127.967	336240	4
spotify:track:0ZAkDMrkULzKzZNx7SutGP	Eric Prydz	Niton (The Reason)	2011	day	Dance / Electro Pop	Pryda Presents	0.522	0.843	11	-5.736	0	0.0309	0.00046	0.256	0.28	0.231	127.981	485200	-1
spotify:track:7jSPvvfHZMniol4XmcJHS5	Eric Prydz	NOPUS (Extended)	2020	day	Mainstage	Pryda Presents	0.494	0.894	3	-5.384	1	0.0343	0.00141	0.806	0.296	0.24	127.044	442368	32
spotify:track:3v2oAQomhOcYCPPHafS3KV	Eric Prydz	Opus	2016	day	Mainstage	Virgin Records Ltd	0.275	0.721	6	-6.222	0	0.0359	0.000702	0.821	0.0792	0.184	125.156	543453	32
spotify:track:4gUXGEaYRs0FczIBqQyRwd	Eric Prydz	Som Sas	2016	day	Electronica	Virgin Records Ltd	0.635	0.827	5	-5.625	1	0.0291	0.000441	0.938	0.0902	0.0753	127.004	397000	-1
spotify:track:6ySIIqtlhJ9bBzFOk8o2KP	Eric Prydz	Sunset At Café Mambo	2016	day	Electronica	Virgin Records Ltd	0.429	0.625	7	-10.261	0	0.0325	0.00239	0.732	0.26	0.0381	125.988	390480	-1
spotify:track:6GGIxhrjOvpD7tmp1jiIGD	Eric Prydz	Trubble	2016	day	Electronica	Virgin Records Ltd	0.704	0.886	7	-7.975	1	0.0446	0.000188	0.872	0.0794	0.092	125.999	468613	33
spotify:track:1W2rcrbAnSzfbJEIspR3oQ	Eric Prydz	In and Out (Eric Prydz Remix)	2004	day	Mainstage	Pryda Presents	0.496	0.877	6	-6.617	1	0.0799	0.00016	0.486	0.208	0.116	126.029	503040	32
spotify:track:10wlRcOXv7nhHKUYwzt1p6	Eric Prydz	Mighty Love (Instrumental)	2012	day	House	Virgin	0.61	0.831	11	-5.807	0	0.0353	0.000956	0.868	0.202	0.52	125.985	340933	34
spotify:track:7JN9mnz4OPVivc9AF0FLAJ	Eric Prydz	Tether (Eric Prydz Vs. CHVRCHES) (Radio Edit)	2015	day	Progressive House	Pryda Recordings	0.382	0.719	10	-7.155	0	0.0474	3.39e-05	0.277	0.152	0.289	127.196	186624	4
spotify:track:6mTnH6xSYwKohtsO9RFzcc	Eric Prydz	We Are Mirage	2014	day	Progressive House	Virgin Records Ltd	0.556	0.792	4	-6.723	0	0.0361	0.000521	0.75	0.494	0.0871	127.956	379500	-1
spotify:track:0kAcEkE59uOXNJOLDfW1BF	Eric Prydz	Proper Education (Club Mix)	2007	day	Dance / Electro Pop	Pryda Presents	0.742	0.634	0	-6.856	1	0.0653	0.00371	0.521	0.042	0.217	124.972	369147	-1
spotify:track:3Iw9Nr3rmMM7L4FjSV7DEB	Eric Prydz	Opus (Four Tet Remix)	2015	day	Tech House	Virgin Records Ltd	0.602	0.764	6	-8.928	0	0.0344	0.00202	0.904	0.12	0.141	125.978	598929	-1
spotify:track:0r972Zo51Zod1AtKCeB3Lr	Eric Prydz	Generate (Kölsch Remix)	2015	day	Electronica	Virgin Records Ltd	0.656	0.793	6	-7.576	0	0.032	0.000711	0.836	0.104	0.169	124.994	464214	39
spotify:track:2CZLWZe9ti5iGA8bSoUS2U	Eric Prydz	Breathe	2016	day	Dance / Electro Pop	Pryda Recordings	0.437	0.841	1	-4.904	0	0.0345	0.000325	0.000163	0.143	0.154	90.055	189653	12
spotify:track:4NTMaQdSXfdbXVXX1VSuHF	Esoteric Circle	Moonshard	2023	day	Melodic House & Techno	Spectrum (NL)	0.744	0.611	4	-8.058	0	0.0522	0.00236	0.803	0.108	0.084	126.008	274573	24
spotify:track:7r3svkGXWksyzPIdR0cAtv	Esoteric Circle	Resilience	2021	day	Melodic House & Techno	Future Romance	0.743	0.813	7	-7.579	0	0.043	0.00501	0.833	0.0994	0.31	123.99	379562	38
spotify:track:4uqcJ128iMip9F1KDFvlTO	Estiva	Rush Hour (Extended Mix)	2020	day	Progressive House	Colorize (Enhanced)	0.683	0.823	10	-6.815	0	0.0673	0.0001	0.849	0.089	0.443	119.997	428000	38
spotify:track:6Fqs4PyMplTBowjVMws4QC	Estiva	Sky (Extended Mix)	2021	day	Melodic House & Techno	Anjunabeats	0.773	0.693	11	-8.262	1	0.0959	0.364	0.938	0.0909	0.224	120.007	484000	-1
spotify:track:0nNd80KhZlqnB4vF03s1mM	Estiva	Via Infinita (Extended Mix)	2023	day	Progressive House	Colorize (Enhanced)	0.736	0.956	6	-4.841	0	0.0491	0.00232	0.903	0.0818	0.28	123.984	406452	38
spotify:track:027RooXxvZGn0WEkEj8d6s	Etur Usheo	Too Late	2022	day	Deep House	Heattraxx	0.831	0.678	7	-10.347	1	0.0438	0.00744	0.707	0.0541	0.663	124.996	419016	9
spotify:track:0WCAbrEY6Y3FriJ08O5GG2	Eugene Becker	Melancholia	2021	day	Progressive House	Colorize (Enhanced)	0.587	0.896	2	-7.965	1	0.0619	0.0394	0.499	0.419	0.042	121.986	216000	18
spotify:track:1U8kwvFNQkX10AhWhdp8OB	Everything But The Girl	Missing (Todd Terry Lite Mix)	1994	day	House	Defected	0.416	0.247	9	-20.068	0	0.0423	0.807	0.0	0.0892	0.706	123.395	247506	22
spotify:track:5krhFNgUcYHwXlNPJJYzFM	Ewan McVicar	Tell Me Something Good	2021	day	House	Trick	0.812	0.796	8	-10.548	1	0.0356	0.00826	0.921	0.365	0.961	125.976	249679	-1
spotify:track:6yFznCToOmluiQumhfCPzH	Ezequiel Arias	Solar (Extended Mix)	2021	day	Progressive House	Anjunadeep	0.795	0.511	6	-12.143	1	0.0504	0.203	0.934	0.0758	0.0501	122.999	520976	21
spotify:track:1kOVTKc47f86i5ljW2ABdA	Ezio Centanni	Jam	2020	day	Deep House	Lounge Bazar	0.807	0.823	7	-8.352	1	0.0752	0.000308	0.812	0.0393	0.396	123.972	304423	38
spotify:track:6PzN2A5y3iHaf5jzvjcT6O	F-Rontal	Liquid Experience	2021	day	Techno (Peak Time / Driving)	District4	0.62	0.961	1	-6.784	1	0.0337	0.000256	0.911	0.105	0.0363	129.998	389252	27
spotify:track:4ogQtfnCVNbmKHAJUCwdre	F-Rontal	Puffer (2020 Rework)	2020	day	Hard Techno	Ragnarok	0.695	0.979	1	-4.73	0	0.073	0.00217	0.899	0.124	0.0338	128.002	519375	25
spotify:track:0EZhEQDEEW1huUW2qmMRUG	Fabian Krooss	Kallisto	2021	day	Organic House / Downtempo	Sounds Of Khemit	0.804	0.681	1	-10.226	0	0.0498	0.177	0.853	0.592	0.259	118.991	424538	2
spotify:track:5S0hocpVHzTPWS38XO7iNS	Fabrication	Change	2020	day	Melodic House & Techno	Recovery Collective	0.638	0.738	2	-10.499	1	0.0416	0.02	0.845	0.637	0.068	124.988	407055	2
spotify:track:3gIhoGmDcWPIr8eUKOlQRc	Fabrication	Dustpig	2020	day	Melodic House & Techno	Recovery Collective	0.76	0.76	2	-10.829	1	0.0696	0.0447	0.921	0.106	0.105	124.999	403219	13
spotify:track:51FhBK3td2Wsvxs8zMCRPT	Fabrication	Hot Foot	2021	day	Melodic House & Techno	Recovery Collective	0.69	0.937	5	-9.535	1	0.0558	0.0157	0.906	0.298	0.0713	125.003	630732	-1
spotify:track:3r3UDxe3y4Ffj992JAbKBb	FaderX	Destiny	2021	day	Dance / Electro Pop	DOORN RECORDS	0.618	0.927	0	-4.826	1	0.0393	0.105	0.944	0.423	0.181	126.991	255118	18
spotify:track:4TRDz7SZPt2fimsGx4ooMs	Faithless	Not Going Home 2.0 (Eric Prydz Remix [Remastered])	2015	day	Techno (Peak Time / Driving)	Cheeky Records	0.621	0.784	0	-8.755	1	0.0399	0.00113	0.89	0.526	0.436	127.982	536265	2
spotify:track:1Iwe9eOJriUrsUshdFzfPq	Fat Cosmoe	Alderan	2022	day	Melodic House & Techno	Oddity Records	0.679	0.545	5	-8.953	0	0.0359	0.00164	0.919	0.103	0.13	123.999	329011	-1
spotify:track:3lJqTWv598LDkGdnUqcWAY	Fat Sushi	Timeless (Mees Salomé Extended Remix)	2019	day	Melodic House & Techno	DAYS like NIGHTS	0.668	0.405	2	-9.634	1	0.0424	0.0108	0.888	0.103	0.188	123.001	502453	19
spotify:track:1MNtkU9qCEUws81XIKKkF9	Fatboy Slim	Right Here, Right Now (CamelPhat Remix)	2018	day	Dance / Electro Pop	Skint Records	0.688	0.916	7	-5.209	1	0.0561	0.000906	0.891	0.0266	0.0793	122.995	502445	-1
spotify:track:2GrXM3eIHHeNXoiuWEEuBW	Federico Scavo	Watchin’ Out	2021	day	House	Toolroom Trax	0.738	0.952	3	-5.541	0	0.0531	0.000318	0.0858	0.352	0.831	125.022	189120	4
spotify:track:00dt02GRKYTIpHsR1VZ212	Feed Me	Feel Love	2019	day	Progressive House	mau5trap	0.64	0.701	6	-5.251	1	0.0367	0.00382	0.00014	0.0959	0.125	127.005	336299	4
spotify:track:4qf2TmjFImuZkpAwmP1LKE	Fei-Fei	MY BODY IS GOD ON ACID	2022	day	Techno (Peak Time / Driving)	PUSSY POP	0.548	0.946	7	-7.688	1	0.0648	0.00262	0.681	0.433	0.136	140.018	369423	-1
spotify:track:4fdPwkZ1qP8eAzHz6Ae1bC	Felix Kröcher	Free Yourself (Hidden Empire Remix)	2019	day	Melodic House & Techno	Tronic	0.736	0.873	5	-9.483	1	0.0533	0.000739	0.888	0.105	0.0335	125.002	483000	33
spotify:track:19kSvHflaxa0dja2JpP988	Fenrick	Insomnia 6000 (Emotional Mix)	2021	day	Hard Techno	Blackworks	0.519	0.964	0	-8.609	0	0.0427	0.00686	0.857	0.251	0.191	147.005	378776	-1
spotify:track:0p6p704m6cJDCvEPhfOeui	Fergie	Man From Athens (Extended Mix)	2021	day	Techno (Peak Time / Driving)	Armind (Armada)	0.636	0.922	0	-7.715	0	0.0431	0.00174	0.83	0.0636	0.0883	130.0	399875	27
spotify:track:292BL25hAadXWk0D1pd83I	Ferreck Dawn	By My Side (feat. Anthony Valadez) (Extended Mix)	2020	day	House	Defected	0.89	0.628	9	-8.516	0	0.0921	0.00811	0.135	0.0366	0.374	122.998	344346	-1
spotify:track:7EPcdcXziQqPq9NbTIzbXC	Ferreck Dawn	Selfish Games (Extended Mix)	2019	day	House	Defected	0.818	0.585	11	-8.331	0	0.0553	0.0185	0.827	0.0884	0.306	123.002	360799	31
spotify:track:4T3zDhCQgQl659qeWLRHJC	Ferry Corsten	Trust You (Extended Mix)	2021	day	Trance (Main Floor)	Flashover Recordings	0.626	0.705	0	-6.905	0	0.03	0.00186	0.447	0.332	0.239	132.001	321056	-1
spotify:track:1HG3BTxSRjbytBRvpYu4oa	Ferry Corsten	Out Of The Blue (Matt Fax Remix)	2021	day	Trance (Main Floor)	Flashover Recordings	0.643	0.946	7	-6.496	1	0.0549	0.0197	0.884	0.353	0.0568	123.986	253548	17
spotify:track:2Nq06gpBMrjYnBLpi0cNYy	Fideles	Night After Night (CamelPhat Remix)	2023	day	Melodic House & Techno	Afterlife Records	0.767	0.7	2	-7.887	1	0.0597	0.0144	0.419	0.0946	0.0383	123.984	418528	-1
spotify:track:2gbQR2XJlZy461hu9FOrZL	Fideles	Heading North	2019	day	Melodic House & Techno	Afterlife Records	0.797	0.702	2	-9.564	1	0.0521	0.0012	0.673	0.0951	0.0375	124.99	437653	13
spotify:track:3RWP7xt7NuhSU5EBPZ2JsV	Fil Alberga	Let's Love (Fil Alberga & the Cube Guys Radio Edit)	2021	day	House	Cube Recordings	0.59	0.963	5	-6.21	0	0.0526	0.000969	0.0343	0.378	0.781	124.983	179520	4
spotify:track:5N3ZgaLCe0t2isat7usp5Z	Filterheadz	Corruption	2020	day	Techno (Peak Time / Driving)	Unity Records	0.595	0.989	7	-5.572	1	0.0429	3.7e-05	0.929	0.117	0.112	130.999	414046	34
spotify:track:4a9vqREY422Hr8NKySHxHB	Filterheadz	Synergy (T78 Remix)	2019	day	Techno (Peak Time / Driving)	Autektone Records	0.721	0.896	6	-5.852	1	0.0619	0.0179	0.935	0.194	0.142	125.988	354286	34
spotify:track:3bYrHqaVmNxdJPEed2M2eo	Finnebassen	If You Only Knew	2012	day	Electronica	Seamless Recordings	0.82	0.498	4	-8.968	0	0.0481	0.00294	0.118	0.0546	0.43	117.047	382000	15
spotify:track:0YPjHUuQiZGwv1tPv5Danz	FJAAK	Bassiani	2021	day	Techno (Raw / Deep / Hypnotic)	FJAAK	0.75	0.848	11	-7.441	0	0.0461	0.00648	0.416	0.386	0.0751	135.003	320949	-1
spotify:track:0xvmwkc74TQaJU6ParwXTm	FJAAK	Blitz	2021	day	Techno (Raw / Deep / Hypnotic)	FJAAK	0.683	0.861	9	-6.762	0	0.0775	0.0214	0.828	0.288	0.244	137.205	353704	41
spotify:track:6OrQScHNkYMIt5597o51xr	FJAAK	It’s Time Again	2020	day	Techno (Peak Time / Driving)	FJAAK	0.754	0.769	4	-6.042	0	0.166	0.0975	0.0355	0.113	0.068	133.007	274509	-1
spotify:track:5kAwEqCAJ4yHdHmlAMSczs	Folamour	These Are Just Places To Me Now	2019	day	Deep House	FHUO Records	0.767	0.733	0	-9.414	0	0.0476	0.22	0.502	0.0346	0.82	116.991	421700	9
